gene_id	gene_version	gene_name	gene_biotype	gene_source	location	S_2_Rem_5dpi_S70001	S_2_SARS_5dpi_S70003	S_2_mock_5dpi_S70002	S_3_Rem_5dpi_S69995	S_3_SARS_5dpi_S69996	S_3_mock_5dpi_S69997
ENSG00000069812	11	HES2	protein_coding	ensembl_havana	chr1:6412418-6424670:-	45	20	61	71	146	58
ENSG00000187017	17	ESPN	protein_coding	ensembl_havana	chr1:6424776-6461367:+	1	9	8	0	0	0
ENSG00000265392	1	MIR4252	miRNA	mirbase	chr1:6429834-6429896:-	0	0	0	0	0	0
ENSG00000231868	1	AL031848.1	lncRNA	havana	chr1:6443034-6447006:-	0	0	1	0	1	0
ENSG00000215788	10	TNFRSF25	protein_coding	ensembl_havana	chr1:6460786-6466195:-	2	7	0	0	0	0
ENSG00000171680	22	PLEKHG5	protein_coding	ensembl_havana	chr1:6466092-6520061:-	24	38	24	15	0	0
ENSG00000162408	11	NOL9	protein_coding	ensembl_havana	chr1:6521347-6554513:-	208	142	179	34	487	608
ENSG00000253022	1	RNU6-731P	snRNA	ensembl	chr1:6540854-6540964:+	0	0	0	0	0	0
ENSG00000229519	2	AL591866.1	processed_pseudogene	havana	chr1:6547905-6548619:+	8	0	2	0	0	0
ENSG00000173662	21	TAS1R1	protein_coding	ensembl_havana	chr1:6555307-6579755:+	0	0	0	0	0	0
ENSG00000204859	13	ZBTB48	protein_coding	ensembl_havana	chr1:6579994-6589280:+	326	276	243	203	698	138
ENSG00000162413	16	KLHL21	protein_coding	ensembl_havana	chr1:6590724-6614607:-	531	515	716	1466	934	235
ENSG00000116273	6	PHF13	protein_coding	ensembl_havana	chr1:6613731-6624030:+	126	105	208	52	621	104
ENSG00000041988	15	THAP3	protein_coding	ensembl_havana	chr1:6624866-6635586:+	377	450	621	587	242	607
ENSG00000007923	16	DNAJC11	protein_coding	ensembl_havana	chr1:6634168-6701924:-	488	379	569	971	1520	660
ENSG00000228750	7	LINC01672	lncRNA	havana	chr1:6724637-6730012:+	0	0	0	0	0	6
ENSG00000284744	1	AL591163.1	lncRNA	havana	chr1:6767954-6770038:+	0	1	0	0	0	0
ENSG00000237436	1	CAMTA1-DT	lncRNA	havana	chr1:6783892-6784843:-	2	0	0	2	0	0
ENSG00000171735	19	CAMTA1	protein_coding	ensembl_havana	chr1:6785454-7769706:+	720	905	889	1321	1311	1425
ENSG00000227950	1	AL590128.1	processed_pseudogene	havana	chr1:6834333-6834618:-	0	0	0	0	0	0
ENSG00000237365	1	AL512330.1	lncRNA	havana	chr1:7008376-7014279:-	0	0	0	0	0	0
ENSG00000207056	1	RNU1-8P	snRNA	ensembl	chr1:7219360-7219524:+	0	0	0	0	0	0
ENSG00000237402	1	CAMTA1-IT1	lncRNA	havana	chr1:7368942-7370270:+	1	2	3	0	0	0
ENSG00000237728	2	CAMTA1-AS2	lncRNA	havana	chr1:7382487-7389754:-	0	0	0	44	1	0
ENSG00000225126	1	CAMTA1-AS1	lncRNA	havana	chr1:7441096-7441554:-	0	0	0	0	0	0
ENSG00000270171	1	AL359881.3	lncRNA	havana	chr1:7693124-7694844:-	0	0	0	0	0	0
ENSG00000270035	1	AL359881.2	lncRNA	havana	chr1:7698303-7698872:-	0	0	0	0	0	0
ENSG00000269978	1	AL359881.1	lncRNA	havana	chr1:7700704-7700970:-	0	0	0	0	0	0
ENSG00000049245	13	VAMP3	protein_coding	ensembl_havana	chr1:7771296-7781432:+	1699	1603	2182	3077	3837	2704
ENSG00000269925	1	Z98884.2	lncRNA	havana	chr1:7776383-7776775:+	1	0	0	0	0	0
ENSG00000049246	14	PER3	protein_coding	ensembl_havana	chr1:7784320-7845177:+	40	46	125	274	137	11
ENSG00000236266	1	Z98884.1	lncRNA	havana	chr1:7810242-7827342:-	2	0	0	0	0	0
ENSG00000049247	13	UTS2	protein_coding	ensembl_havana	chr1:7843083-7853512:-	1	0	0	0	0	3
ENSG00000049249	9	TNFRSF9	protein_coding	ensembl_havana	chr1:7915871-7943165:-	63	116	2	182	11	184
ENSG00000270330	1	AL009183.1	processed_pseudogene	havana	chr1:7942372-7942726:+	0	0	0	0	0	0
ENSG00000116288	13	PARK7	protein_coding	ensembl_havana	chr1:7954291-7985505:+	7144	9437	6699	7823	7422	7932
ENSG00000200344	1	AL034417.1	misc_RNA	ensembl	chr1:7982881-7982983:-	0	0	0	0	0	0
ENSG00000284747	1	AL034417.5	lncRNA	havana	chr1:7991134-8005312:+	13	20	13	21	3	0
ENSG00000284716	1	AL034417.4	lncRNA	havana	chr1:7998187-7999934:-	0	0	0	0	56	0
ENSG00000116285	13	ERRFI1	protein_coding	ensembl_havana	chr1:8004404-8026309:-	1397	1220	1654	1944	4162	2314
ENSG00000238290	1	AL034417.3	lncRNA	havana	chr1:8026738-8122702:+	29	8	0	6	0	0
ENSG00000232848	1	AL034417.2	processed_pseudogene	havana	chr1:8057245-8058463:-	0	0	1	1	0	0
ENSG00000229305	1	AL358876.1	processed_pseudogene	havana	chr1:8189824-8192770:+	0	0	0	0	0	0
ENSG00000227634	3	LINC01714	lncRNA	havana	chr1:8201518-8215210:+	0	10	3	0	0	0
ENSG00000200975	1	RNU1-7P	snRNA	ensembl	chr1:8206434-8206597:-	0	0	0	0	0	0
ENSG00000233645	1	AL358876.2	lncRNA	havana	chr1:8218190-8220529:-	0	4	0	0	0	0
ENSG00000251977	1	RNU6-991P	snRNA	ensembl	chr1:8292157-8292263:-	0	0	0	0	0	0
ENSG00000162426	14	SLC45A1	protein_coding	ensembl_havana	chr1:8317826-8344167:+	2	23	15	104	0	0
ENSG00000252254	1	AL356072.1	misc_RNA	ensembl	chr1:8328067-8328179:+	0	0	0	0	0	0
ENSG00000142599	19	RERE	protein_coding	ensembl_havana	chr1:8352397-8848921:-	181	168	166	254	469	288
ENSG00000232912	6	RERE-AS1	lncRNA	havana	chr1:8424645-8435013:+	7	4	0	2	0	0
ENSG00000221083	1	AL096855.1	snoRNA	ensembl	chr1:8511795-8511919:-	0	0	0	0	0	0
ENSG00000270282	1	AL096855.2	processed_pseudogene	havana	chr1:8512653-8513021:+	0	2	0	0	0	0
ENSG00000234619	1	RPL7P11	processed_pseudogene	havana	chr1:8750430-8751087:+	166	184	179	203	234	198
ENSG00000224315	2	RPL7P7	processed_pseudogene	havana	chr1:8786211-8786913:-	1	6	7	2	3	5
ENSG00000222511	2	AL357552.1	misc_RNA	ensembl	chr1:8796571-8796673:-	0	0	0	0	28	0
ENSG00000226545	1	AL357552.2	unprocessed_pseudogene	havana	chr1:8798475-8799506:+	0	0	0	0	0	0
ENSG00000228423	2	AL357552.3	lncRNA	havana	chr1:8805860-8807051:-	0	1	8	9	1	4
ENSG00000229716	2	RPL23AP19	processed_pseudogene	havana	chr1:8831007-8831375:+	0	0	0	0	0	0
ENSG00000074800	16	ENO1	protein_coding	ensembl_havana	chr1:8861000-8879190:-	70236	92733	64036	72612	83297	78103
ENSG00000274258	1	MIR6728	miRNA	mirbase	chr1:8866502-8866590:-	0	0	0	0	0	0
ENSG00000230679	1	ENO1-AS1	lncRNA	havana	chr1:8878835-8879894:+	32	18	9	2	60	0
ENSG00000201725	1	RNU6-304P	snRNA	ensembl	chr1:8883427-8883533:-	0	0	0	0	0	0
ENSG00000238249	2	HMGN2P17	processed_pseudogene	havana	chr1:8893409-8894151:+	19	21	25	33	34	46
ENSG00000232208	2	AL139415.1	processed_pseudogene	havana	chr1:8907393-8907744:-	3	6	6	0	2	3
ENSG00000232663	2	AL139415.2	processed_pseudogene	havana	chr1:8909742-8909904:+	0	1	0	0	0	0
ENSG00000131686	15	CA6	protein_coding	ensembl_havana	chr1:8945867-8975092:+	1	0	0	0	0	0
ENSG00000265141	2	RN7SL451P	misc_RNA	ensembl	chr1:8979576-8979874:-	0	0	0	0	0	0
ENSG00000197241	3	SLC2A7	protein_coding	ensembl_havana	chr1:9003300-9026345:-	0	0	0	0	0	0
ENSG00000142583	18	SLC2A5	protein_coding	ensembl_havana	chr1:9035106-9088478:-	0	5	1	0	0	0
ENSG00000252404	1	AL158048.1	scaRNA	ensembl	chr1:9082696-9082879:+	0	0	0	0	0	0
ENSG00000180758	12	GPR157	protein_coding	ensembl_havana	chr1:9100305-9129102:-	154	87	133	483	22	40
ENSG00000228526	7	MIR34AHG	lncRNA	havana	chr1:9148011-9198906:-	347	290	41	680	436	3
ENSG00000284357	1	MIR34A	miRNA	mirbase	chr1:9151668-9151777:-	0	0	0	0	0	0
ENSG00000234546	4	LNCTAM34A	lncRNA	havana	chr1:9182004-9196284:+	22	37	21	16	76	0
ENSG00000049239	13	H6PD	protein_coding	ensembl_havana	chr1:9234774-9271337:+	1687	1537	1879	1205	1787	1587
ENSG00000171621	14	SPSB1	protein_coding	ensembl_havana	chr1:9292894-9369532:+	234	407	449	653	527	544
ENSG00000284652	1	BX323043.1	lncRNA	havana	chr1:9421098-9422862:-	0	0	0	0	0	0
ENSG00000284693	1	LINC02606	lncRNA	havana	chr1:9425094-9440564:-	20	24	0	0	0	0
ENSG00000252956	1	RNA5SP40	rRNA_pseudogene	ensembl	chr1:9437669-9437778:-	0	0	0	0	0	0
ENSG00000235263	1	AL928921.1	lncRNA	havana	chr1:9501092-9503471:-	0	0	0	0	0	0
ENSG00000171612	7	SLC25A33	protein_coding	ensembl_havana	chr1:9539465-9585173:+	48	70	134	104	153	258
ENSG00000231181	1	AL954705.1	processed_pseudogene	havana	chr1:9576427-9576985:+	0	0	1	5	0	0
ENSG00000188807	13	TMEM201	protein_coding	ensembl_havana	chr1:9588911-9614877:+	26	34	23	127	239	304
ENSG00000171608	16	PIK3CD	protein_coding	ensembl_havana	chr1:9651731-9729114:+	181	163	94	250	129	281
ENSG00000179840	5	PIK3CD-AS1	lncRNA	havana	chr1:9652610-9654586:-	0	0	0	0	0	0
ENSG00000233268	3	AL691449.1	processed_pseudogene	havana	chr1:9660828-9662626:-	0	0	0	0	0	0
ENSG00000231789	2	PIK3CD-AS2	lncRNA	havana	chr1:9672426-9687555:-	0	27	2	0	0	99
ENSG00000171603	18	CLSTN1	protein_coding	ensembl_havana	chr1:9728926-9823984:-	664	451	290	738	804	1178
ENSG00000271264	1	MZT1P1	processed_pseudogene	havana	chr1:9780822-9781240:+	1	0	0	0	0	0
ENSG00000280113	2	AL357140.3	TEC	ensembl_havana	chr1:9826289-9828271:-	0	0	0	45	0	0
ENSG00000178585	15	CTNNBIP1	protein_coding	ensembl_havana	chr1:9848276-9910336:-	28	30	17	78	9	19
ENSG00000223989	1	AL357140.1	lncRNA	havana	chr1:9848318-9850154:+	0	0	0	0	0	0
ENSG00000285701	1	AL357140.4	lncRNA	havana	chr1:9900614-9908034:+	0	0	0	0	0	0
ENSG00000162441	12	LZIC	protein_coding	ensembl_havana	chr1:9922113-9943407:-	554	635	802	1583	1927	1677
ENSG00000228150	1	AL357140.2	lncRNA	havana	chr1:9942923-9949974:+	6	2	16	15	9	14
ENSG00000173614	14	NMNAT1	protein_coding	ensembl_havana	chr1:9943428-9985501:+	210	464	354	398	393	771
ENSG00000202415	1	RN7SKP269	misc_RNA	ensembl	chr1:9947318-9947636:+	2	0	2	0	0	12
ENSG00000283611	2	TMEM274P	unitary_pseudogene	havana	chr1:9950572-9960787:-	4	0	0	0	0	0
ENSG00000265521	1	MIR5697	miRNA	mirbase	chr1:9967381-9967458:+	0	0	0	0	0	0
ENSG00000241326	1	AL603962.1	lncRNA	havana	chr1:9983141-9984568:+	0	0	0	0	0	0
ENSG00000162444	12	RBP7	protein_coding	ensembl_havana	chr1:9997206-10016021:+	10	19	21	0	0	0
ENSG00000130939	20	UBE4B	protein_coding	ensembl_havana	chr1:10032832-10181239:+	19	62	35	22	16	389
ENSG00000224340	1	AL590639.1	processed_pseudogene	havana	chr1:10054445-10054781:-	0	2	0	1	0	0
ENSG00000233623	2	PGAM1P11	processed_pseudogene	havana	chr1:10058671-10059648:+	0	0	0	0	0	0
ENSG00000201746	1	RNU6-828P	snRNA	ensembl	chr1:10163268-10163374:+	2	0	0	0	0	0
ENSG00000054523	17	KIF1B	protein_coding	ensembl_havana	chr1:10210805-10381603:+	612	789	837	719	171	1442
ENSG00000264881	1	AL358013.1	miRNA	mirbase	chr1:10227718-10227803:+	0	0	0	0	0	0
ENSG00000199562	1	RNU6-37P	snRNA	ensembl	chr1:10298966-10299072:+	0	0	3	0	0	0
ENSG00000264501	2	RN7SL731P	misc_RNA	ensembl	chr1:10306465-10306757:+	0	0	0	0	0	0
ENSG00000284735	1	AL139424.3	lncRNA	havana	chr1:10381906-10387150:-	1	4	28	0	0	0
ENSG00000284642	1	AL139424.2	lncRNA	havana	chr1:10395416-10397432:+	0	2	0	0	0	0
ENSG00000142657	21	PGD	protein_coding	ensembl_havana	chr1:10398592-10420511:+	5787	7234	6383	4624	6917	5785
ENSG00000271989	1	AL139424.1	lncRNA	havana	chr1:10429881-10430677:-	0	0	0	0	0	8
ENSG00000251503	8	CENPS-CORT	protein_coding	ensembl_havana	chr1:10430102-10452153:+	70	62	99	52	66	100
ENSG00000175279	22	CENPS	protein_coding	havana	chr1:10430433-10442808:+	28	18	31	30	18	44
ENSG00000241563	4	CORT	protein_coding	ensembl_havana	chr1:10450031-10451998:+	0	1	0	0	0	0
ENSG00000160049	12	DFFA	protein_coding	ensembl_havana	chr1:10456522-10472529:-	1540	1783	1418	1713	1285	1456
ENSG00000203469	2	AL354956.1	lncRNA	havana	chr1:10458555-10459338:+	0	0	0	0	0	0
ENSG00000142655	13	PEX14	protein_coding	ensembl_havana	chr1:10472288-10630758:+	16	35	54	13	100	59
ENSG00000287727	1	AL139423.2	lncRNA	havana_tagene	chr1:10612222-10616452:-	0	0	1	0	0	0
ENSG00000243267	3	RN7SL614P	misc_RNA	ensembl	chr1:10616836-10617115:+	0	0	15	0	0	0
ENSG00000130940	15	CASZ1	protein_coding	ensembl_havana	chr1:10636604-10796650:-	14	25	31	58	16	1
ENSG00000272078	1	AL139423.1	lncRNA	havana	chr1:10639241-10654333:+	0	0	0	0	2	0
ENSG00000225158	2	HSPE1P24	processed_pseudogene	havana	chr1:10895761-10895998:+	0	0	0	0	0	0
ENSG00000175262	14	C1orf127	protein_coding	ensembl_havana	chr1:10946471-10982037:-	1	4	19	0	0	57
ENSG00000215785	2	CFL1P6	processed_pseudogene	havana	chr1:10990978-10991797:-	0	0	0	0	0	0
ENSG00000120948	18	TARDBP	protein_coding	ensembl_havana	chr1:11012344-11025739:+	285	247	606	889	1388	841
ENSG00000277726	4	AL109811.3	protein_coding	havana	chr1:11012662-11030528:+	0	0	0	0	0	0
ENSG00000009724	17	MASP2	protein_coding	ensembl_havana	chr1:11026523-11047239:-	0	0	0	24	0	0
ENSG00000271895	2	AL109811.2	lncRNA	havana	chr1:11029659-11030528:+	0	0	2	6	2	0
ENSG00000116649	10	SRM	protein_coding	ensembl_havana	chr1:11054584-11060020:-	45	59	102	18	58	17
ENSG00000171824	14	EXOSC10	protein_coding	ensembl_havana	chr1:11066618-11099869:-	2027	2403	2010	2696	3465	2120
ENSG00000226849	1	AL109811.1	lncRNA	havana	chr1:11068471-11073097:+	0	0	7	0	2	1
ENSG00000230337	1	EXOSC10-AS1	lncRNA	havana	chr1:11099675-11102100:+	4	5	0	15	0	0
ENSG00000198793	13	MTOR	protein_coding	ensembl_havana	chr1:11106535-11262551:-	305	361	613	238	958	571
ENSG00000225602	5	MTOR-AS1	lncRNA	havana	chr1:11143898-11149537:+	0	0	1	0	0	0
ENSG00000253086	1	RNU6-537P	snRNA	ensembl	chr1:11152350-11152452:+	0	0	0	0	0	0
ENSG00000171819	5	ANGPTL7	protein_coding	ensembl_havana	chr1:11189355-11195981:+	0	0	0	0	20	0
ENSG00000207451	1	RNU6-291P	snRNA	ensembl	chr1:11226254-11226360:+	0	0	0	0	0	0
ENSG00000238173	1	RPL39P6	processed_pseudogene	havana	chr1:11232963-11233112:+	1	0	0	0	0	0
ENSG00000120942	13	UBIAD1	protein_coding	ensembl_havana	chr1:11273206-11296049:+	698	652	811	1001	1557	171
ENSG00000238199	1	UBE2V2P3	processed_pseudogene	havana	chr1:11278616-11279351:-	1	4	24	4	2	0
ENSG00000284646	1	AL031291.1	lncRNA	havana	chr1:11311734-11319093:-	3	0	0	0	0	0
ENSG00000224338	2	MTCYBP45	processed_pseudogene	havana	chr1:11425257-11425821:-	0	0	0	0	0	0
ENSG00000204624	8	DISP3	protein_coding	ensembl_havana	chr1:11479155-11537551:+	24	40	17	6	0	0
ENSG00000285833	1	AL590989.1	lncRNA	havana	chr1:11500803-11502016:-	0	0	0	0	0	0
ENSG00000235643	2	LINC01647	lncRNA	havana_tagene	chr1:11609468-11613358:+	0	0	0	0	0	0
ENSG00000284708	1	AL031731.1	lncRNA	havana	chr1:11623558-11643416:+	1	0	0	2	0	0
ENSG00000116661	11	FBXO2	protein_coding	ensembl_havana	chr1:11637018-11655785:-	466	822	484	274	581	287
ENSG00000132879	14	FBXO44	protein_coding	ensembl_havana	chr1:11654375-11663327:+	35	36	28	20	55	94
ENSG00000116663	11	FBXO6	protein_coding	ensembl_havana	chr1:11664200-11674354:+	365	483	359	51	346	366
ENSG00000116670	15	MAD2L2	protein_coding	ensembl_havana	chr1:11674480-11691650:-	1147	1921	1090	1116	1211	650
ENSG00000162490	7	DRAXIN	protein_coding	ensembl_havana	chr1:11691710-11725857:+	2	2	17	0	0	3
ENSG00000177674	16	AGTRAP	protein_coding	ensembl_havana	chr1:11736084-11754802:+	1981	2452	2490	2084	2364	1566
ENSG00000215910	7	C1orf167	protein_coding	ensembl_havana	chr1:11761787-11789585:+	0	0	4	1	0	0
ENSG00000177553	6	C1orf167-AS1	lncRNA	havana	chr1:11777077-11779619:-	0	0	0	4	0	0
ENSG00000177000	13	MTHFR	protein_coding	ensembl_havana	chr1:11785723-11806455:-	148	197	146	630	495	201
ENSG00000011021	23	CLCN6	protein_coding	ensembl_havana	chr1:11806096-11848079:+	143	105	223	221	110	177
ENSG00000276470	1	AL021155.2	misc_RNA	ensembl	chr1:11843812-11843984:+	0	0	0	0	0	0
ENSG00000278852	1	AL021155.3	misc_RNA	ensembl	chr1:11845549-11845697:+	0	0	0	0	0	0
ENSG00000175206	10	NPPA	protein_coding	ensembl_havana	chr1:11845709-11848345:-	0	1	0	0	0	0
ENSG00000275915	1	AL021155.1	misc_RNA	ensembl	chr1:11847442-11847549:+	0	0	0	0	0	0
ENSG00000120937	9	NPPB	protein_coding	ensembl_havana	chr1:11857464-11858945:-	16	34	1	228	519	246
ENSG00000224904	1	SBF1P2	processed_pseudogene	havana	chr1:11877770-11880406:+	0	0	2	0	0	1
ENSG00000285646	2	AL021155.4	lncRNA	havana	chr1:11907940-11914298:+	0	1	5	1	0	0
ENSG00000199347	1	RNU5E-1	snRNA	ensembl	chr1:11908152-11908271:+	0	0	0	0	0	0
ENSG00000201801	1	RNU5E-4P	snRNA	ensembl	chr1:11909808-11909927:-	0	0	1	0	0	0
ENSG00000116685	16	KIAA2013	protein_coding	ensembl_havana	chr1:11919591-11926428:-	140	230	144	154	573	360
ENSG00000083444	17	PLOD1	protein_coding	ensembl_havana	chr1:11934205-11975538:+	4693	5063	4085	6747	5448	7632
ENSG00000287384	1	AL096840.3	lncRNA	havana_tagene	chr1:11979533-11980127:-	1	0	0	0	0	0
ENSG00000116688	17	MFN2	protein_coding	ensembl_havana	chr1:11980181-12013514:+	390	337	516	1043	2146	907
ENSG00000270914	1	AL096840.2	processed_pseudogene	havana	chr1:12017216-12017308:-	0	0	0	0	0	0
ENSG00000116691	11	MIIP	protein_coding	ensembl_havana	chr1:12019466-12032045:+	462	518	391	342	886	686
ENSG00000202461	1	AL096840.1	misc_RNA	ensembl	chr1:12024012-12024124:-	0	1	0	0	0	0
ENSG00000276869	1	MIR6729	miRNA	mirbase	chr1:12029158-12029222:+	0	0	0	0	0	0
ENSG00000243539	3	RN7SL649P	misc_RNA	ensembl	chr1:12036740-12037014:-	0	0	0	0	0	0
ENSG00000120949	15	TNFRSF8	protein_coding	ensembl_havana	chr1:12063303-12144207:+	0	0	0	0	0	0
ENSG00000201135	1	RNU6-777P	snRNA	ensembl	chr1:12077881-12077984:-	0	0	0	0	0	0
ENSG00000227875	2	RPL23AP89	processed_pseudogene	havana	chr1:12080293-12080547:-	0	0	0	0	0	0
ENSG00000285604	1	AL357835.1	lncRNA	havana	chr1:12088441-12092264:-	0	0	0	0	0	0
ENSG00000283789	1	MIR7846	miRNA	mirbase	chr1:12166943-12167038:+	0	0	0	0	0	0
ENSG00000028137	19	TNFRSF1B	protein_coding	ensembl_havana	chr1:12166991-12209228:+	80	163	122	0	3	177
ENSG00000263676	1	MIR4632	miRNA	mirbase	chr1:12191713-12191773:+	0	0	0	0	0	0
ENSG00000225196	2	RPL10P17	processed_pseudogene	havana	chr1:12220794-12221109:-	1	0	0	0	0	1
ENSG00000252969	1	AL031276.1	snoRNA	ensembl	chr1:12221148-12221271:-	0	0	0	0	0	0
ENSG00000048707	15	VPS13D	protein_coding	ensembl_havana	chr1:12230030-12512047:+	227	188	156	342	290	358
ENSG00000239149	1	SNORA59A	snoRNA	ensembl	chr1:12507246-12507397:+	3	2	0	0	8	0
ENSG00000229484	1	LINC02766	lncRNA	havana	chr1:12527724-12528420:+	3	1	0	0	0	0
ENSG00000162496	9	DHRS3	protein_coding	ensembl_havana	chr1:12567910-12618210:-	11249	12359	10563	10537	15859	12732
ENSG00000221340	1	RNU6ATAC18P	snRNA	ensembl	chr1:12569972-12570072:-	0	1	2	2	0	0
ENSG00000276830	1	MIR6730	miRNA	mirbase	chr1:12578957-12579023:-	0	0	2	0	0	0
ENSG00000272482	1	AC254633.1	lncRNA	havana	chr1:12618900-12619244:-	9	17	13	20	73	15
ENSG00000204518	2	AADACL4	protein_coding	ensembl_havana	chr1:12644547-12667086:+	0	0	0	0	0	0
ENSG00000226166	2	AC244670.1	processed_pseudogene	havana	chr1:12692909-12693020:+	0	0	0	0	0	0
ENSG00000188984	12	AADACL3	protein_coding	ensembl_havana	chr1:12716110-12728760:+	0	0	0	0	0	0
ENSG00000157330	10	C1orf158	protein_coding	ensembl_havana	chr1:12746200-12763699:+	0	0	0	0	0	0
ENSG00000116726	4	PRAMEF12	protein_coding	ensembl_havana	chr1:12774841-12777906:+	0	0	0	0	0	0
ENSG00000116721	9	PRAMEF1	protein_coding	ensembl_havana	chr1:12791397-12796628:+	0	0	0	0	0	0
ENSG00000228338	1	LINC01784	lncRNA	havana	chr1:12822686-12823159:-	0	0	0	0	0	0
ENSG00000239810	3	PRAMEF11	protein_coding	ensembl_havana	chr1:12824605-12831410:-	0	0	0	0	0	19
ENSG00000231103	2	PRAMEF30P	unprocessed_pseudogene	havana	chr1:12838125-12841357:-	0	0	0	16	0	0
ENSG00000179172	10	HNRNPCL1	protein_coding	ensembl_havana	chr1:12847377-12848720:-	51	58	71	62	74	88
ENSG00000120952	4	PRAMEF2	protein_coding	ensembl_havana	chr1:12857086-12861909:+	1	0	0	0	0	0
ENSG00000243073	4	PRAMEF4	protein_coding	ensembl_havana	chr1:12879212-12886201:-	0	0	0	0	0	0
ENSG00000187545	5	PRAMEF10	protein_coding	ensembl_havana	chr1:12892896-12898270:-	0	0	0	0	0	0
ENSG00000204510	5	PRAMEF7	protein_coding	ensembl_havana	chr1:12916610-12920482:+	0	0	0	0	0	0
ENSG00000207434	1	RNU6-1072P	snRNA	ensembl	chr1:12922554-12922660:+	0	0	0	0	0	0
ENSG00000234064	1	PRAMEF29P	unprocessed_pseudogene	havana	chr1:12926162-12928253:+	0	0	0	0	0	0
ENSG00000232423	6	PRAMEF6	protein_coding	ensembl_havana	chr1:12938472-12947580:-	0	0	0	0	0	0
ENSG00000274178	2	PRAMEF28P	unprocessed_pseudogene	havana	chr1:13029339-13032130:+	0	0	0	0	0	0
ENSG00000274764	5	PRAMEF27	protein_coding	ensembl_havana	chr1:13049476-13056491:-	1	0	0	0	0	11
ENSG00000277058	2	HNRNPCL3	protein_coding	ensembl_havana	chr1:13060869-13062229:+	0	0	0	0	0	1
ENSG00000229571	7	PRAMEF25	protein_coding	ensembl_havana	chr1:13068677-13077884:+	0	0	0	0	0	4
ENSG00000277862	1	PRAMEF34P	unprocessed_pseudogene	havana	chr1:13095179-13097971:-	0	0	0	0	0	0
ENSG00000236179	1	PRAMEF35P	unprocessed_pseudogene	havana	chr1:13104403-13105689:-	0	0	0	2	0	0
ENSG00000275774	3	HNRNPCL2	protein_coding	ensembl_havana	chr1:13115488-13116854:-	12	23	37	39	36	37
ENSG00000229978	1	PRAMEF36P	transcribed_unprocessed_pseudogene	havana	chr1:13128818-13131615:+	1	0	0	0	0	0
ENSG00000233336	1	AC245056.1	lncRNA	havana	chr1:13146981-13147460:-	0	0	0	0	0	0
ENSG00000280267	4	PRAMEF26	protein_coding	ensembl_havana	chr1:13148905-13155961:-	0	0	0	0	0	6
ENSG00000179412	11	HNRNPCL4	protein_coding	ensembl_havana	chr1:13163914-13165631:-	10	1	12	17	21	22
ENSG00000204505	4	PRAMEF9	protein_coding	ensembl_havana	chr1:13172455-13179464:+	0	0	0	0	0	0
ENSG00000279169	3	PRAMEF13	protein_coding	ensembl_havana	chr1:13196188-13201409:-	0	0	0	0	0	0
ENSG00000279804	2	PRAMEF18	protein_coding	ensembl_havana	chr1:13222705-13226106:-	0	0	1	0	0	0
ENSG00000250894	1	PRAMEF31P	unprocessed_pseudogene	havana	chr1:13245863-13248652:+	0	0	0	0	7	0
ENSG00000270601	4	PRAMEF5	protein_coding	ensembl_havana	chr1:13254212-13263314:+	0	0	0	0	0	0
ENSG00000231219	1	PRAMEF32P	unprocessed_pseudogene	havana	chr1:13273539-13275627:-	0	0	0	0	0	0
ENSG00000207511	1	RNU6-771P	snRNA	ensembl	chr1:13279125-13279231:-	0	0	0	0	0	0
ENSG00000182330	10	PRAMEF8	protein_coding	ensembl_havana	chr1:13281035-13285174:-	0	0	0	0	0	0
ENSG00000237700	2	PRAMEF33	protein_coding	ensembl_havana	chr1:13303539-13308907:+	0	0	0	0	0	0
ENSG00000204501	7	PRAMEF15	protein_coding	ensembl_havana	chr1:13315581-13322598:+	0	0	0	0	0	5
ENSG00000228229	2	AC243961.1	lncRNA	havana	chr1:13324039-13324518:+	0	0	0	0	0	0
ENSG00000204481	8	PRAMEF14	protein_coding	ensembl_havana	chr1:13341892-13347134:-	4	0	0	0	0	0
ENSG00000204480	8	PRAMEF19	protein_coding	ensembl_havana	chr1:13369067-13371900:-	0	0	20	0	0	0
ENSG00000204479	4	PRAMEF17	protein_coding	ensembl_havana	chr1:13389632-13392629:+	16	0	0	0	0	0
ENSG00000204478	9	PRAMEF20	protein_coding	ensembl_havana	chr1:13410450-13421328:+	0	0	0	0	0	0
ENSG00000162494	6	LRRC38	protein_coding	ensembl_havana	chr1:13474973-13514003:-	0	0	0	0	0	0
ENSG00000259961	1	AL354712.1	lncRNA	havana	chr1:13513220-13516270:+	0	0	0	0	0	0
ENSG00000215909	3	BRWD1P1	processed_pseudogene	havana	chr1:13555001-13555694:+	0	0	0	0	0	0
ENSG00000162493	16	PDPN	protein_coding	ensembl_havana	chr1:13583465-13617957:+	74	54	31	0	0	412
ENSG00000222952	1	RNA5SP41	rRNA_pseudogene	ensembl	chr1:13623184-13623284:-	0	0	0	0	0	0
ENSG00000237445	2	AL359771.1	lncRNA	havana	chr1:13657311-13659910:-	0	0	0	0	0	0
ENSG00000253085	1	AL359771.2	scaRNA	ensembl	chr1:13696070-13696199:-	0	0	0	0	0	0
ENSG00000116731	22	PRDM2	protein_coding	ensembl_havana	chr1:13700198-13825079:+	351	291	339	765	144	87
ENSG00000189337	17	KAZN	protein_coding	ensembl_havana	chr1:13892792-15118043:+	25	37	13	24	0	52
