"gene_id","gene_version","gene_name","gene_biotype","gene_source","location","chromosome","logFC","logCPM","LR","PValue","FDR"
"ENSG00000224078",15,"SNHG14","lncRNA","havana","chr15:24978583-25420336:+","15",-2.28100415251664,3.77835672334296,7.95389246397567,0.00479840635684916,0.564942694233163
"ENSG00000207650",1,"MIR570","miRNA","mirbase","chr3:195699401-195699497:+","3",-6.38248312090662,-0.939408308539239,7.93094034814706,0.00485965348843896,0.56848600327258
"ENSG00000287146",1,"AC000085.1","lncRNA","havana_tagene","chr22:19291969-19328901:+","22",6.27255084463861,-0.36125870694231,7.87899089630685,0.00500123790368773,0.579799046130105
"ENSG00000115286",20,"NDUFS7","protein_coding","ensembl_havana","chr19:1383527-1395589:+","19",1.1188795806299,6.45265602001158,7.87018246955895,0.00502565815978601,0.579799046130105
"ENSG00000255565",1,"AC073651.1","lncRNA","havana","chr12:15780068-15782120:+","12",-7.04028010307057,-1.32857367867145,7.85631759796543,0.00506434319158521,0.579799046130105
"ENSG00000146555",19,"SDK1","protein_coding","ensembl_havana","chr7:3301252-4269000:+","7",9.27468276467194,0.17591493664946,7.84951002435807,0.0050834482646072,0.579799046130105
"ENSG00000124721",18,"DNAH8","protein_coding","ensembl_havana","chr6:38715311-39030792:+","6",-7.39506885634372,-1.31853449779612,7.82548438819842,0.00515146390213015,0.583907234471882
"ENSG00000179284",5,"DAND5","protein_coding","ensembl_havana","chr19:12965159-12974762:+","19",-6.81659593957489,-1.54191270180786,7.80958624429032,0.00519698018951454,0.585430194311425
"ENSG00000133316",15,"WDR74","protein_coding","ensembl_havana","chr11:62832342-62841809:-","11",1.21388130592139,5.58479503652813,7.78479365472753,0.00526878081803347,0.589877184958852
"ENSG00000213888",3,"LINC01521","lncRNA","ensembl_havana","chr22:31346777-31348719:+","22",5.01285225758521,0.948858701284985,7.74504200198737,0.00538602078476113,0.590540927858625
"ENSG00000139973",16,"SYT16","protein_coding","ensembl_havana","chr14:61811974-62112550:+","14",-9.21874979251402,0.240651383974051,7.74493447582979,0.00538634149364028,0.590540927858625
"ENSG00000153904",20,"DDAH1","protein_coding","ensembl_havana","chr1:85318481-85578363:-","1",-1.29089043592153,5.75159594028894,7.74336968139949,0.00539101087320226,0.590540927858625
"ENSG00000257497",2,"AC121761.1","lncRNA","havana","chr12:75483454-75489820:-","12",7.31495740106879,-0.580672591625308,7.73897389405927,0.00540415008780702,0.590540927858625
"ENSG00000251372",6,"LINC00499","lncRNA","havana","chr4:138309613-138663403:+","4",-7.97796445363775,-1.05694885336773,7.71289409023853,0.00548277816716074,0.592083317777551
"ENSG00000135114",12,"OASL","protein_coding","ensembl_havana","chr12:121019111-121039242:-","12",6.19193428192152,6.36051788284103,7.70699749261812,0.00550071693651199,0.592083317777551
"ENSG00000258884",2,"LINC02321","lncRNA","havana","chr14:90820064-90828199:-","14",6.93260361309968,-1.58696050548438,7.68275811276044,0.00557508949226143,0.592083317777551
"ENSG00000164209",17,"SLC25A46","protein_coding","ensembl_havana","chr5:110738136-110765161:+","5",-1.37197098660594,5.28763221786692,7.67493951244136,0.00559929702620862,0.592083317777551
"ENSG00000255471",1,"AP001528.1","lncRNA","havana","chr11:86892214-86925037:-","11",6.73852204296154,-1.02994830795704,7.67190221645503,0.00560872982472629,0.592083317777551
"ENSG00000225439",3,"BOLA3-AS1","lncRNA","havana","chr2:74148007-74151952:+","2",7.31934200364652,0.88100689736061,7.67055050644928,0.00561293298128754,0.592083317777551
"ENSG00000230461",9,"PROX1-AS1","lncRNA","havana","chr1:213817751-213988508:-","1",5.85482870987182,0.292825561198934,7.63938244771816,0.00571074654690996,0.595540747710065
"ENSG00000274386",5,"TMEM269","protein_coding","ensembl_havana","chr1:42785007-42816619:+","1",-8.22763724709521,-0.430588658087643,7.62466797878865,0.00575752682816566,0.595540747710065
"ENSG00000135241",17,"PNPLA8","protein_coding","ensembl_havana","chr7:108470417-108569666:-","7",-1.33801450598498,5.84537065580371,7.62349981670933,0.00576125735837766,0.595540747710065
"ENSG00000182544",9,"MFSD5","protein_coding","ensembl_havana","chr12:53251251-53254406:+","12",1.0894779931138,6.41057774616255,7.61881411867614,0.0057762459501716,0.595540747710065
"ENSG00000253875",2,"AC013643.2","lncRNA","havana_tagene","chr8:27732915-27758552:+","8",-7.87682513586338,1.13389943819584,7.59768115167978,0.00584434183924868,0.59865787976348
"ENSG00000164329",13,"TENT2","protein_coding","ensembl_havana","chr5:79612120-79686648:+","5",-1.63754872871236,4.92645013883645,7.57465334231205,0.00591947633121355,0.59865787976348
"ENSG00000121039",10,"RDH10","protein_coding","ensembl_havana","chr8:73294602-73325281:+","8",2.68618485905007,3.78601883508025,7.56266045032552,0.00595899592509108,0.59865787976348
"ENSG00000154016",13,"GRAP","protein_coding","ensembl_havana","chr17:19020673-19047637:-","17",-7.47357748210063,-1.33431051587497,7.55439958044107,0.00598637404647508,0.59865787976348
"ENSG00000166402",9,"TUB","protein_coding","ensembl_havana","chr11:8019244-8106243:+","11",-7.36429628900502,-0.620025051417761,7.53827766650579,0.00604017543170696,0.59865787976348
"ENSG00000214851",4,"LINC00612","lncRNA","ensembl_havana","chr12:9055586-9065070:-","12",-7.60600744800337,-0.0754439186067917,7.53569120014906,0.00604885269460266,0.59865787976348
"ENSG00000278705",1,"H4C2","protein_coding","ensembl_havana","chr6:26026815-26027252:-","6",7.07266804118842,-0.621451345398359,7.5335664588665,0.00605599044497588,0.59865787976348
"ENSG00000177675",8,"CD163L1","protein_coding","ensembl_havana","chr12:7346685-7479897:-","12",-5.93143886144785,-0.557546207893694,7.52972434835887,0.00606891926989116,0.59865787976348
"ENSG00000261241",7,"LINC02128","lncRNA","havana","chr16:50840017-50901063:+","16",6.87151875869565,1.64119527347884,7.50417636384859,0.00615560841774578,0.603944612986251
"ENSG00000164506",14,"STXBP5","protein_coding","ensembl_havana","chr6:147204425-147390476:+","6",5.43347396669937,2.65531103926546,7.48870746863107,0.00620871049660706,0.605897100815947
"ENSG00000285872",1,"AC007240.3","lncRNA","havana","chr2:10287800-10302485:-","2",8.26285630976052,0.300929928008576,7.46404511014735,0.00629434095089782,0.610986319217736
"ENSG00000134183",12,"GNAT2","protein_coding","ensembl_havana","chr1:109603254-109619929:-","1",-6.92778725812361,-0.376776643749765,7.43628996185282,0.00639215289301484,0.616482843700747
"ENSG00000232810",4,"TNF","protein_coding","ensembl_havana","chr6:31575565-31578336:+","6",1.54320146035565,5.80114149358458,7.42362353194868,0.00643730494579893,0.616482843700747
"ENSG00000181450",18,"ZNF678","protein_coding","ensembl_havana","chr1:227563543-227677443:+","1",-4.33225315984875,3.1956364635488,7.41943398504031,0.0064523109839905,0.616482843700747
"ENSG00000214309",5,"MBLAC1","protein_coding","ensembl_havana","chr7:100126785-100128495:+","7",7.73624741372329,-0.5599373434047,7.39544860908871,0.0065389115028545,0.618782952336312
"ENSG00000168992",4,"OR7E102P","unprocessed_pseudogene","havana","chr2:95546531-95547545:+","2",-6.60040689413837,-1.81119701350618,7.39245653150848,0.00654979750057141,0.618782952336312
"ENSG00000119917",14,"IFIT3","protein_coding","ensembl_havana","chr10:89327997-89340971:+","10",3.51178403058959,8.83026083618961,7.38221440375003,0.00658720144976088,0.618782952336312
"ENSG00000262920",5,"AC129507.4","lncRNA","havana","chr17:321392-322453:+","17",-8.11083032130817,-0.87822164833263,7.37545234211848,0.00661201576555323,0.618782952336312
"ENSG00000254561",4,"AP003393.1","lncRNA","havana","chr11:119608423-119659284:+","11",-6.62137193408604,0.209671826015936,7.32854057148443,0.00678681386933926,0.624528807334514
"ENSG00000198677",12,"TTC37","protein_coding","ensembl_havana","chr5:95461755-95554977:-","5",-1.28324729859998,5.28287367993646,7.3133826130129,0.00684429714194674,0.624528807334514
"ENSG00000234745",11,"HLA-B","protein_coding","ensembl_havana","chr6:31269491-31357188:-","6",0.81684359066292,11.4964172144488,7.30798453424545,0.00686488805940067,0.624528807334514
"ENSG00000232928",2,"DDX3P1","processed_pseudogene","havana","chrX:74121012-74131923:+","X",-6.51685848180939,-0.341990733671353,7.30024591461006,0.00689451737709938,0.624528807334514
"ENSG00000143776",18,"CDC42BPA","protein_coding","ensembl_havana","chr1:226989865-227318474:-","1",-2.35109626815035,3.8320550013774,7.29966832965619,0.00689673404297902,0.624528807334514
"ENSG00000111711",10,"GOLT1B","protein_coding","ensembl_havana","chr12:21501781-21518408:+","12",-1.13782996857768,5.79128154464208,7.2946185468118,0.00691614522204146,0.624528807334514
"ENSG00000145244",12,"CORIN","protein_coding","ensembl_havana","chr4:47593999-47838106:-","4",-8.88462466118202,-0.0517987925008433,7.29263120786455,0.00692379977449051,0.624528807334514
"ENSG00000279838",1,"AL356273.6","TEC","havana","chr1:185292384-185294372:-","1",6.16035907118783,1.33749221466452,7.2865712204308,0.00694719425113191,0.624528807334514
"ENSG00000235700",1,"CYCSP52","processed_pseudogene","havana","chr1:157128362-157128671:+","1",-6.83287825027124,-1.64939100875443,7.24565305885227,0.00710728602496963,0.632979934925741
"ENSG00000257167",2,"TMPO-AS1","lncRNA","havana","chr12:98512973-98516422:-","12",7.90987669397066,-0.957485863149224,7.23675259830757,0.00714260519190396,0.632979934925741
"ENSG00000175229",7,"GAL3ST3","protein_coding","ensembl_havana","chr11:66040765-66049161:-","11",7.36384214810689,0.478576441587725,7.23608517038484,0.00714526092359596,0.632979934925741
"ENSG00000125846",15,"ZNF133","protein_coding","ensembl_havana","chr20:18288283-18316996:+","20",1.67626805516642,4.70785568276222,7.21163254797369,0.0072432580792458,0.637745339688462
"ENSG00000108061",12,"SHOC2","protein_coding","ensembl_havana","chr10:110919593-111013666:+","10",-1.16671778067428,5.82411474406395,7.2049094562155,0.00727044172264153,0.637745339688462
"ENSG00000183098",11,"GPC6","protein_coding","ensembl_havana","chr13:93226807-94408020:+","13",-7.79778634305837,1.53082711791219,7.18722782361915,0.00734243305611272,0.637745339688462
"ENSG00000145996",11,"CDKAL1","protein_coding","ensembl_havana","chr6:20534457-21232404:+","6",-1.85760510825218,4.67769528266103,7.17891783450037,0.00737651868860885,0.637745339688462
"ENSG00000188283",11,"ZNF383","protein_coding","ensembl_havana","chr19:37217926-37248738:+","19",5.43176259219018,3.12412128982877,7.17427712022315,0.00739562414386104,0.637745339688462
"ENSG00000158006",14,"PAFAH2","protein_coding","ensembl_havana","chr1:25959767-25998117:-","1",-1.23373858056051,5.71485677970146,7.17109948468822,0.00740873538352534,0.637745339688462
"ENSG00000178691",11,"SUZ12","protein_coding","ensembl_havana","chr17:31937007-32001038:+","17",-5.52956566945391,1.5543695361165,7.15280340597361,0.00748469039423765,0.638648507682341
"ENSG00000286092",1,"AC117503.5","lncRNA","havana","chr12:123713408-123723169:-","12",9.72067919328852,0.841546025567051,7.15171825225335,0.0074892202665363,0.638648507682341
"ENSG00000162654",9,"GBP4","protein_coding","ensembl_havana","chr1:89181144-89198942:-","1",7.91464377217021,3.83880456937446,7.12870628190454,0.00758594423887512,0.643694605633202
"ENSG00000124222",22,"STX16","protein_coding","ensembl_havana","chr20:58651253-58679526:+","20",-1.89686878593649,4.49213992321021,7.11681870931447,0.00763640939821291,0.643694605633202
"ENSG00000118402",6,"ELOVL4","protein_coding","ensembl_havana","chr6:79914814-79947553:-","6",8.55063687591215,-0.219394810460008,7.11264409443005,0.00765421280192914,0.643694605633202
"ENSG00000002549",12,"LAP3","protein_coding","ensembl_havana","chr4:17577192-17607972:+","4",1.62755189791855,7.36102124456123,7.08040087642712,0.00779315740569239,0.647854248589116
"ENSG00000170242",19,"USP47","protein_coding","ensembl_havana","chr11:11841423-11961887:+","11",-1.17242708618568,6.44823167577396,7.07354116178651,0.00782304892307488,0.647854248589116
"ENSG00000117525",14,"F3","protein_coding","ensembl_havana","chr1:94529173-94541759:-","1",-1.56775845924596,4.87336565060663,7.06774339153379,0.00784840437623066,0.647854248589116
"ENSG00000204525",16,"HLA-C","protein_coding","ensembl_havana","chr6:31268749-31272130:-","6",0.805421640633733,10.7683495159721,7.05932486267227,0.00788537091004836,0.647854248589116
"ENSG00000247809",9,"NR2F2-AS1","lncRNA","havana","chr15:96110040-96327361:-","15",5.63706474261191,1.22457829030112,7.05559727804859,0.00790179590393984,0.647854248589116
"ENSG00000131931",8,"THAP1","protein_coding","ensembl_havana","chr8:42836674-42843325:-","8",-3.42513694399277,4.09798443719236,7.05222617995799,0.00791668022551224,0.647854248589116
"ENSG00000107077",18,"KDM4C","protein_coding","ensembl_havana","chr9:6720863-7175648:+","9",-1.60786559751073,4.57341177653259,7.03256747856883,0.00800405175824924,0.65005129530681
"ENSG00000134508",12,"CABLES1","protein_coding","ensembl_havana","chr18:23134564-23260467:+","18",5.24993129630088,1.21476115829285,7.02794551811312,0.00802473649671963,0.65005129530681
"ENSG00000132872",12,"SYT4","protein_coding","ensembl_havana","chr18:43267892-43277535:-","18",-4.57801033797753,3.44169026995353,7.02222988322201,0.0080503914044243,0.65005129530681
"ENSG00000268655",2,"AC008687.4","protein_coding","havana","chr19:49017496-49020523:-","19",8.81026264428448,0.532231606839784,7.00857520834285,0.00811202123305777,0.650370266312227
"ENSG00000197852",12,"INKA2","protein_coding","ensembl_havana","chr1:111680630-111755824:-","1",5.11005067041621,1.51408336827084,6.99943371641381,0.00815355049409443,0.650370266312227
"ENSG00000182057",5,"OGFRP1","lncRNA","havana","chr22:42269703-42279534:+","22",-6.40904144960467,1.69521529822737,6.9882886516543,0.00820447622319559,0.650370266312227
"ENSG00000115966",17,"ATF2","protein_coding","ensembl_havana","chr2:175072250-175168382:-","2",-1.48813236625438,4.79295147618467,6.98745551680493,0.00820829615627492,0.650370266312227
"ENSG00000183018",9,"SPNS2","protein_coding","ensembl_havana","chr17:4498881-4539035:+","17",-5.61703847553076,0.900348374807346,6.97601699379494,0.00826092627256459,0.650370266312227
"ENSG00000115221",12,"ITGB6","protein_coding","ensembl_havana","chr2:160099667-160200313:-","2",-0.878096276106254,8.05548078831629,6.97210359319222,0.00827901148718558,0.650370266312227
"ENSG00000285867",1,"BX470102.2","lncRNA","havana","chr1:153586813-153606283:-","1",-4.55149629538842,0.751695342913684,6.95464383511206,0.00836019407791838,0.650370266312227
"ENSG00000188554",14,"NBR1","protein_coding","ensembl_havana","chr17:43170481-43211689:+","17",-1.01370509973653,7.51795767774801,6.95181253620905,0.00837343530636121,0.650370266312227
"ENSG00000114455",13,"HHLA2","protein_coding","ensembl_havana","chr3:108296490-108378285:+","3",-1.02980487034163,6.20994986685924,6.95145910072331,0.00837508973551282,0.650370266312227
"ENSG00000255433",5,"LINC02735","lncRNA","havana","chr11:56848478-56878078:+","11",-7.62740189982106,-0.604896766021329,6.92840072975133,0.00848375175203962,0.656016888656657
"ENSG00000136167",14,"LCP1","protein_coding","ensembl_havana","chr13:46125920-46211871:-","13",-1.56611421571526,4.54396739559273,6.8987139951449,0.00862577753581137,0.656657647336917
"ENSG00000165915",14,"SLC39A13","protein_coding","ensembl_havana","chr11:47407132-47416496:+","11",1.24316939887402,6.31087649172964,6.89679492970726,0.00863504194346176,0.656657647336917
"ENSG00000129988",6,"LBP","protein_coding","ensembl_havana","chr20:38346482-38377013:+","20",-7.62637802528057,0.497162148723316,6.89579900751962,0.0086398538329307,0.656657647336917
"ENSG00000179921",15,"GPBAR1","protein_coding","ensembl_havana","chr2:218259496-218263861:+","2",-9.62714470033957,0.752769510803289,6.88724652673881,0.00868128907382839,0.656657647336917
"ENSG00000182810",7,"DDX28","protein_coding","ensembl_havana","chr16:68020916-68023232:-","16",1.29832577758136,5.42991188213719,6.88504616433734,0.00869198229395234,0.656657647336917
"ENSG00000230205",1,"AL359382.1","lncRNA","havana","chr6:148133809-148137404:-","6",-7.52079846209032,-1.08365191919752,6.88176818866598,0.00870793745715019,0.656657647336917
"ENSG00000153071",15,"DAB2","protein_coding","ensembl_havana","chr5:39371675-39462300:-","5",-0.993151301936668,6.73604059605995,6.86959787036292,0.00876743778887888,0.658297586411293
"ENSG00000168907",13,"PLA2G4F","protein_coding","ensembl_havana","chr15:42139034-42156636:-","15",8.62855286709136,1.68945821853754,6.85935982615995,0.00881781351052659,0.658297586411293
"ENSG00000166257",9,"SCN3B","protein_coding","ensembl_havana","chr11:123629187-123655244:-","11",8.5212380071446,-0.131300891427493,6.85242132270637,0.00885212238798157,0.658297586411293
"ENSG00000109066",14,"TMEM104","protein_coding","ensembl_havana","chr17:74776499-74839753:+","17",2.12918133903485,4.54314155542836,6.84083391801224,0.00890972370497079,0.658297586411293
"ENSG00000176024",18,"ZNF613","protein_coding","havana","chr19:51927147-51948759:+","19",2.4601764598527,3.51207897120709,6.84076848203202,0.00891005007636524,0.658297586411293
